"Year","Month","Class","Type","Longitude","Latitude","Time.Range","Time"
"2018",1,1,"Injury",-73.9615520978929,40.6030069383964,"18-21",20
"2018",1,1,"Injury",-74.0063847713512,40.7446459016872,"18-21",20
"2018",1,1,"Injury",-73.8798389489837,40.7480617227733,"6-9",8
"2018",1,1,"Injury",-73.9206116567109,40.8667595898995,"15-18",17
"2018",1,1,"Injury",-73.811904362716,40.7051239386702,"15-18",17
"2018",1,1,"Injury",-74.0060415271193,40.6388773325191,"12-15",14
"2018",1,1,"Injury",-73.9732105644056,40.7952520238185,"9-12",11
"2018",1,1,"Injury",-73.9588619472096,40.768119909076,"18-21",20
"2018",1,1,"Injury",-73.9532172908335,40.8226435277896,"9-12",11
"2018",1,1,"Injury",-73.9457060614712,40.6510067838028,"9-12",11
"2018",1,1,"Injury",-73.8968603280141,40.8238475863185,"21-24",23
"2018",1,1,"Injury",-73.9623188152739,40.6250787291501,"18-21",20
"2018",1,1,"Injury",-73.9836243326764,40.7555163449186,"9-12",11
"2018",1,1,"Injury",-73.8518974633201,40.7527528584723,"6-9",8
"2018",1,1,"Injury",-73.8255082130977,40.7529998089733,"15-18",17
"2018",1,1,"Injury",-73.9004700113021,40.6795352434267,"12-15",14
"2018",1,1,"Injury",-73.9760493563015,40.6312759047457,"12-15",14
"2018",1,1,"Injury",-73.9831465492025,40.7388318113755,"18-21",20
"2018",1,1,"Injury",-73.9842823015937,40.7647918136592,"21-24",23
"2018",1,1,"Injury",-73.978559998883,40.6705120243503,"18-21",20
"2018",1,1,"Injury",-73.9320237164311,40.7682564950605,"12-15",14
"2018",1,1,"Injury",-73.9994233041386,40.7186802727995,"12-15",14
"2018",1,1,"Injury",-73.9463155749313,40.7002149518584,"18-21",20
"2018",1,1,"Injury",-73.9062254155899,40.810741643247,"6-9",8
"2018",1,1,"Injury",-73.9462747096698,40.6802133249279,"21-24",23
"2018",1,1,"Injury",-73.950879907115,40.818394428271,"12-15",14
"2018",1,1,"Injury",-73.9116805159768,40.7679629643007,"18-21",20
"2018",1,1,"Injury",-73.8188369833575,40.7503521571533,"21-24",23
"2018",1,1,"Injury",-73.9887140512054,40.7485132726254,"21-24",23
"2018",1,1,"Injury",-73.9141555212657,40.8499674697544,"18-21",20
"2018",1,1,"Injury",-73.8941795668234,40.6613617640428,"21-24",23
"2018",1,1,"Injury",-73.8299878168372,40.6800360411779,"15-18",17
"2018",1,1,"Injury",-73.9111958064368,40.8548222927884,"9-12",11
"2018",1,1,"Injury",-73.944865886149,40.7941786312595,"18-21",20
"2018",1,1,"Injury",-73.8082314133796,40.7637976514635,"12-15",14
"2018",1,1,"Injury",-73.9629244862948,40.7583089875668,"12-15",14
"2018",1,1,"Injury",-73.9074020052774,40.8362322827741,"15-18",17
"2018",1,1,"Injury",-73.9917939625421,40.7263917941128,"15-18",17
"2018",1,1,"Injury",-73.9940676937842,40.7615551680386,"12-15",14
"2018",1,1,"Injury",-73.9571673013895,40.6997078665975,"0-3",2
"2018",1,1,"Injury",-73.9833951032105,40.7185702053606,"18-21",20
"2018",1,1,"Injury",-73.8835069280739,40.7557553212469,"18-21",20
"2018",1,1,"Injury",-73.9272691513286,40.8655345580827,"15-18",17
"2018",1,1,"Injury",-73.9871613288044,40.694961694659,"9-12",11
"2018",1,1,"Injury",-73.8536056840351,40.7474968273297,"18-21",20
"2018",1,1,"Injury",-73.9525851172941,40.8082380189611,"21-24",23
"2018",1,2,"Injury",-73.9619657368409,40.7596194589797,"9-12",11
"2018",1,1,"Injury",-73.9909683279532,40.745420889597,"3-6",5
"2018",1,1,"Injury",-73.9592519591172,40.7089038682003,"18-21",20
"2018",1,1,"Injury",-73.8762436552449,40.768128317063,"15-18",17
"2018",1,1,"Injury",-73.9716960918702,40.7603126597174,"9-12",11
"2018",1,1,"Injury",-73.8144311827703,40.7636865781882,"21-24",23
"2018",1,1,"Injury",-74.0163432240283,40.6302855947074,"15-18",17
"2018",1,1,"Injury",-73.8877867698231,40.8707408479747,"18-21",20
"2018",1,1,"Injury",-74.0128666316626,40.7171760998569,"21-24",23
"2018",1,1,"Injury",-73.9440556099918,40.6119928413315,"15-18",17
"2018",1,1,"Injury",-73.9399580682861,40.7083897998277,"15-18",17
"2018",1,1,"Injury",-73.8990670059756,40.8571188196404,"18-21",20
"2018",1,1,"Injury",-73.9977610788239,40.7215761206869,"12-15",14
"2018",1,1,"Injury",-73.9621102108192,40.6691956965188,"15-18",17
"2018",1,1,"Injury",-73.9649885510323,40.7666089973619,"15-18",17
"2018",1,1,"Injury",-73.8811374760646,40.7479272925079,"18-21",20
"2018",1,1,"Injury",-73.9601056900766,40.8081200920186,"18-21",20
"2018",1,1,"Injury",-73.8974754521768,40.6781632538749,"0-3",2
"2018",1,1,"Injury",-73.991212774966,40.642685889332,"0-3",2
"2018",1,1,"Injury",-73.8825791291127,40.7558535708712,"15-18",17
"2018",1,1,"Injury",-73.756661734713,40.6085700815903,"15-18",17
"2018",1,1,"Injury",-73.9528295388986,40.7089743722463,"18-21",20
"2018",1,1,"Injury",-73.98456077105,40.748438841233,"9-12",11
"2018",1,1,"Injury",-73.9795079096844,40.7438251997603,"0-3",2
"2018",1,1,"Injury",-74.0025238141657,40.7397526418928,"15-18",17
"2018",1,1,"Injury",-73.9397960375904,40.5895655918863,"6-9",8
"2018",1,1,"Injury",-73.9439109568446,40.71164148622,"21-24",23
"2018",1,1,"Injury",-73.9030296767803,40.8097021199696,"3-6",5
"2018",1,1,"Injury",-73.9942744566328,40.71562161268,"18-21",20
"2018",1,1,"Injury",-73.9767349436045,40.747627890339,"12-15",14
"2018",1,1,"Injury",-73.9861008059045,40.6231831112675,"15-18",17
"2018",1,1,"Injury",-74.0036028043458,40.7136454295271,"21-24",23
"2018",1,1,"Injury",-74.0250863110243,40.6308319046151,"18-21",20
"2018",1,1,"Injury",-73.9967717578039,40.7254319428665,"15-18",17
"2018",1,1,"Injury",-73.9940415523484,40.7203209786167,"15-18",17
"2018",1,1,"Injury",-73.9525297496327,40.8032165286723,"6-9",8
"2018",1,1,"Injury",-73.9676273633092,40.6352386211884,"21-24",23
"2018",1,1,"Injury",-73.9999726062843,40.7346878996348,"12-15",14
"2018",1,1,"Injury",-73.9378116275333,40.7498974770106,"3-6",5
"2018",1,1,"Injury",-73.977788333116,40.7212771109154,"12-15",14
"2018",1,1,"Injury",-73.9926330120507,40.7584296856385,"15-18",17
"2018",1,1,"Injury",-73.9209840032909,40.6449744387606,"18-21",20
"2018",1,1,"Injury",-73.9629534510162,40.6735891256089,"18-21",20
"2018",1,1,"Injury",-74.0015077129861,40.6397849608953,"12-15",14
"2018",1,1,"Injury",-73.9883004736366,40.6898694244946,"21-24",23
"2018",1,1,"Injury",-73.8869064680256,40.8672285481555,"12-15",14
"2018",1,1,"Injury",-74.0079394335627,40.7149269717028,"21-24",23
"2018",1,1,"Injury",-73.9420658481306,40.7147288649686,"18-21",20
"2018",1,1,"Injury",-73.8798176453707,40.7464419050308,"15-18",17
"2018",1,1,"Injury",-73.8997825217619,40.8865291222327,"9-12",11
"2018",1,1,"Injury",-73.9305294829182,40.6750387950712,"12-15",14
"2018",1,1,"Injury",-73.9526843606882,40.7270985279552,"6-9",8
"2018",1,1,"Injury",-74.0028570164311,40.6212536418429,"6-9",8
"2018",1,1,"Injury",-73.9301543229951,40.7520121230776,"15-18",17
"2018",1,1,"Injury",-73.8833802030829,40.7498450981887,"15-18",17
"2018",1,1,"Injury",-73.9898628397488,40.7622355032361,"9-12",11
"2018",1,1,"Injury",-73.8862981599321,40.7554604658378,"21-24",23
"2018",1,1,"Injury",-73.9537489562374,40.766852383927,"15-18",17
"2018",1,1,"Injury",-73.9347045135405,40.7172088210639,"18-21",20
"2018",1,1,"Injury",-74.0088792827953,40.6258024826907,"18-21",20
"2018",1,1,"Injury",-73.9835663496124,40.5981406304119,"12-15",14
"2018",1,1,"Injury",-73.9917883410454,40.7646838662594,"18-21",20
"2018",1,1,"Injury",-73.985908596265,40.7310190787035,"0-3",2
"2018",1,1,"Injury",-73.9302648006744,40.8192404485922,"18-21",20
"2018",1,1,"Injury",-73.9438247377972,40.7018620072184,"0-3",2
"2018",1,1,"Injury",-73.9991859549536,40.7341385806911,"18-21",20
"2018",1,1,"Injury",-73.9511992731465,40.7826333906865,"0-3",2
"2018",1,1,"Injury",-73.9909452155994,40.7396733753526,"21-24",23
"2018",1,1,"Injury",-73.9863614173117,40.7401847990573,"6-9",8
"2018",1,1,"Injury",-73.9756295414277,40.6159453894792,"15-18",17
"2018",1,1,"Injury",-73.9973598265256,40.72994170492,"15-18",17
"2018",1,1,"Injury",-74.0769560503141,40.6201605592409,"12-15",14
"2018",1,1,"Injury",-73.9579430719335,40.7320091595508,"18-21",20
"2018",1,1,"Injury",-73.9968443840244,40.6442658345668,"21-24",23
"2018",1,1,"Injury",-73.9657187461769,40.6222640285312,"21-24",23
"2018",1,1,"Injury",-73.8845364876892,40.7614135232927,"0-3",2
"2018",1,1,"Injury",-73.9517758761995,40.7150215591608,"21-24",23
"2018",1,1,"Injury",-73.9633311540974,40.6755607709128,"18-21",20
"2018",1,1,"Injury",-73.9907798265502,40.7283461700169,"18-21",20
"2018",1,1,"Injury",-74.0005266754901,40.752688622801,"15-18",17
"2018",1,1,"Injury",-73.8755108040426,40.7586796351671,"21-24",23
"2018",1,1,"Injury",-73.9116936509382,40.7768333566109,"18-21",20
"2018",1,1,"Injury",-73.9749347119941,40.7500996269612,"12-15",14
"2018",1,1,"Injury",-73.9140903727936,40.8711946308737,"9-12",11
"2018",1,1,"Injury",-73.999997696187,40.5959677910552,"12-15",14
"2018",1,1,"Injury",-73.9550550537552,40.5816092349046,"6-9",8
"2018",1,1,"Injury",-73.9977850886395,40.7242348930611,"12-15",14
"2018",1,1,"Injury",-74.0003985088847,40.7477678906191,"18-21",20
"2018",1,1,"Injury",-73.9416939306444,40.674747896786,"21-24",23
"2018",1,1,"Injury",-73.9448794197728,40.8340597793019,"15-18",17
"2018",1,1,"Injury",-73.8739348843164,40.6636448095145,"12-15",14
"2018",1,1,"Injury",-73.8294693021471,40.7581935348764,"18-21",20
"2018",1,1,"Injury",-73.7858027299286,40.7707480185338,"6-9",8
"2018",1,1,"Injury",-74.0099873916477,40.7098056711319,"15-18",17
"2018",1,1,"Injury",-73.9493455176247,40.5885138934597,"9-12",11
"2018",1,1,"Injury",-74.0062984174691,40.7225495019356,"15-18",17
"2018",1,1,"Injury",-73.9938278564037,40.7181444758034,"15-18",17
"2018",1,1,"Injury",-73.9163199418491,40.6495276256632,"15-18",17
"2018",1,1,"Injury",-73.9632678963853,40.6200947735664,"15-18",17
"2018",1,1,"Injury",-73.9897908537969,40.7572331301737,"18-21",20
"2018",1,1,"Injury",-74.0184307029794,40.6408373263258,"6-9",8
"2018",1,1,"Injury",-73.8690777084267,40.7520297300418,"21-24",23
"2018",1,1,"Injury",-73.8587632500882,40.7507169705308,"6-9",8
"2018",1,1,"Injury",-73.9802663710335,40.6360757075867,"15-18",17
"2018",1,1,"Injury",-73.9826649747458,40.739497331812,"0-3",2
"2018",1,2,"Injury",-73.9182425443544,40.6287700743734,"15-18",17
"2018",1,1,"Injury",-74.0045335008423,40.7162799115371,"0-3",2
"2018",1,1,"Injury",-73.9995558911026,40.7336105941626,"18-21",20
"2018",1,1,"Injury",-73.9048656557529,40.8406968298018,"6-9",8
"2018",1,1,"Injury",-73.9272424158439,40.7385999820311,"18-21",20
"2018",1,1,"Injury",-73.8736572174482,40.7568034841427,"15-18",17
"2018",1,1,"Injury",-73.9061394894169,40.7197761077595,"18-21",20
"2018",1,1,"Injury",-73.9845871947779,40.6422620033971,"15-18",17
"2018",1,1,"Injury",-74.0040590085183,40.7131347887902,"12-15",14
"2018",1,1,"Injury",-73.9748324578332,40.6284120826622,"15-18",17
"2018",1,1,"Injury",-73.9774545755763,40.6808528572289,"15-18",17
"2018",1,1,"Injury",-73.9849410279556,40.7323476022758,"18-21",20
"2018",1,1,"Injury",-74.012363652323,40.6362421346182,"12-15",14
"2018",1,1,"Injury",-73.7569899154731,40.7495750098232,"3-6",5
"2018",1,1,"Injury",-73.9313814391833,40.6661257964767,"12-15",14
"2018",1,1,"Injury",-73.9435912357848,40.6198160967183,"6-9",8
"2018",1,1,"Injury",-73.8810038796027,40.7418406607668,"12-15",14
"2018",1,1,"Injury",-73.9734652339858,40.7636591031403,"12-15",14
"2018",1,1,"Injury",-73.9951802016885,40.6332274004132,"6-9",8
"2018",1,1,"Injury",-73.967067339428,40.7526206748328,"0-3",2
"2018",1,1,"Injury",-73.9579187378129,40.6441432643489,"12-15",14
"2018",1,1,"Injury",-73.9957047902286,40.7233660229161,"12-15",14
"2018",1,1,"Injury",-73.987683209321,40.7326037086046,"21-24",23
"2018",2,1,"Injury",-73.9234572486742,40.7643480581829,"6-9",8
"2018",2,1,"Injury",-73.9848794660023,40.7741556700505,"18-21",20
"2018",2,1,"Injury",-74.009511520822,40.611406151918,"6-9",8
"2018",2,1,"Injury",-73.9658220466566,40.6882094219293,"18-21",20
"2018",2,1,"Injury",-73.9818336505218,40.7464165898337,"21-24",23
"2018",2,1,"Injury",-73.9462791252422,40.7922453840714,"21-24",23
"2018",2,1,"Injury",-73.8114416835462,40.5889672406306,"21-24",23
"2018",2,1,"Injury",-73.9668804200566,40.693341711089,"9-12",11
"2018",2,1,"Injury",-73.9356527126922,40.8442006640086,"18-21",20
"2018",2,1,"Injury",-74.0055340401561,40.7458155685773,"18-21",20
"2018",2,1,"Injury",-73.9150877378021,40.8392253778933,"15-18",17
"2018",2,1,"Injury",-73.978676698432,40.6790470455616,"15-18",17
"2018",2,1,"Injury",-73.9326086071846,40.7447817629582,"12-15",14
"2018",2,1,"Injury",-73.8958672496675,40.6718928437267,"21-24",23
"2018",2,1,"Injury",-73.9944597119674,40.7130214249177,"18-21",20
"2018",2,1,"Injury",-73.9948460108567,40.6357614734762,"6-9",8
"2018",2,1,"Injury",-73.9485898820162,40.8289744636129,"18-21",20
"2018",2,1,"Injury",-73.9335165505277,40.7985936120981,"6-9",8
"2018",2,1,"Injury",-73.8981578980983,40.6657469724506,"9-12",11
"2018",2,2,"Injury",-73.9957485558163,40.7490521947597,"21-24",23
"2018",2,1,"Injury",-73.9490497466663,40.8283485263932,"6-9",8
"2018",2,1,"Injury",-73.9871804963179,40.7332921462597,"15-18",17
"2018",2,1,"Injury",-73.9199506303966,40.6447076289376,"12-15",14
"2018",2,1,"Injury",-73.9304696655391,40.6900302336991,"18-21",20
"2018",2,1,"Injury",-73.9878920162227,40.6904675120432,"6-9",8
"2018",2,1,"Injury",-73.9503341506203,40.6716382574457,"18-21",20
"2018",2,1,"Injury",-73.9831465492025,40.7388318113755,"12-15",14
"2018",2,1,"Injury",-73.9511156570836,40.7109566184935,"15-18",17
"2018",2,1,"Injury",-74.0079394335627,40.7149269717028,"12-15",14
"2018",2,1,"Injury",-73.8795451678872,40.8677120465473,"18-21",20
"2018",2,1,"Injury",-73.9840821294561,40.7375455155841,"12-15",14
"2018",2,1,"Injury",-73.952010332182,40.6335302638585,"18-21",20
"2018",2,1,"Injury",-73.9064960098737,40.8768772264847,"18-21",20
"2018",2,1,"Injury",-73.8159475809492,40.7066280466388,"12-15",14
"2018",2,1,"Injury",-73.8768175123433,40.6772977772232,"9-12",11
"2018",2,1,"Injury",-73.9843446671142,40.7458608695693,"9-12",11
"2018",2,1,"Injury",-73.9647554494506,40.7640570687841,"15-18",17
"2018",2,1,"Injury",-73.8675174851615,40.6654728326861,"18-21",20
"2018",2,1,"Injury",-74.0235567600263,40.6272425229822,"15-18",17
"2018",2,1,"Injury",-73.9791810141509,40.6107387254359,"18-21",20
"2018",2,1,"Injury",-73.9758811764228,40.7447792235372,"15-18",17
"2018",2,1,"Injury",-73.9131464251304,40.6410345645871,"15-18",17
"2018",2,1,"Injury",-74.0160704138803,40.6431086428287,"15-18",17
"2018",2,2,"Injury",-73.9316074341137,40.6635567220937,"15-18",17
"2018",2,1,"Injury",-73.9074883042983,40.7738627914988,"18-21",20
"2018",2,1,"Injury",-73.9655251130352,40.6867445309302,"21-24",23
"2018",2,1,"Injury",-73.9010961653456,40.7458301125372,"3-6",5
"2018",2,1,"Injury",-73.9973598265256,40.72994170492,"15-18",17
"2018",2,1,"Injury",-73.9482483438177,40.6136353561785,"15-18",17
"2018",2,1,"Injury",-73.9270798239053,40.8514323416701,"21-24",23
"2018",2,1,"Injury",-73.8143088485704,40.7429737715571,"3-6",5
"2018",2,1,"Injury",-73.9107767333499,40.8519387573277,"15-18",17
"2018",2,1,"Injury",-74.010967136733,40.716302999921,"18-21",20
"2018",2,1,"Injury",-73.92508152301,40.6738443369838,"6-9",8
"2018",2,1,"Injury",-73.9269255577092,40.7154007208907,"15-18",17
"2018",2,1,"Injury",-73.9693357345812,40.7852932783231,"15-18",17
"2018",2,2,"Injury",-73.9165887045465,40.8081332989903,"12-15",14
"2018",2,1,"Injury",-73.9661502277339,40.5866688227014,"12-15",14
"2018",2,1,"Injury",-74.1365409039645,40.6333429593079,"12-15",14
"2018",2,1,"Injury",-73.9936168844561,40.7360044904379,"18-21",20
"2018",2,2,"Injury",-73.9395237348112,40.804379169597,"12-15",14
"2018",2,1,"Injury",-73.9024053458147,40.8780217175251,"21-24",23
"2018",2,1,"Injury",-73.9709212630287,40.6265699843339,"18-21",20
"2018",2,1,"Injury",-73.9148372799385,40.7434547578759,"6-9",8
"2018",2,1,"Injury",-73.9272467680185,40.7596709157847,"18-21",20
"2018",2,1,"Injury",-73.9911773813025,40.7553298468021,"15-18",17
"2018",2,1,"Injury",-73.9954745024247,40.7596268555541,"9-12",11
"2018",2,1,"Injury",-73.9396899524534,40.6994557896803,"6-9",8
"2018",2,1,"Injury",-73.9024973719237,40.71940715846,"3-6",5
"2018",2,1,"Injury",-73.9739591469737,40.7514410195087,"21-24",23
"2018",2,1,"Injury",-73.9577938043449,40.7735998957187,"18-21",20
"2018",2,1,"Injury",-73.8044898380452,40.6961693070223,"21-24",23
"2018",2,1,"Injury",-73.9833690253679,40.6935910160888,"18-21",20
"2018",2,1,"Injury",-73.936980209504,40.7086775962244,"12-15",14
"2018",2,1,"Injury",-73.8611153957085,40.8355191876666,"21-24",23
"2018",2,1,"Injury",-73.8337367451622,40.7435142699158,"9-12",11
"2018",2,1,"Injury",-73.9674621525174,40.7602229048503,"21-24",23
"2018",2,1,"Injury",-73.9400217500159,40.7979463985646,"3-6",5
"2018",2,1,"Injury",-73.9460782871762,40.8212632151361,"6-9",8
"2018",2,1,"Injury",-73.9597137480084,40.6874156330499,"6-9",8
"2018",2,1,"Injury",-73.9504499353907,40.8264286412118,"3-6",5
"2018",2,1,"Injury",-73.9883066066657,40.6667699396255,"12-15",14
"2018",2,1,"Injury",-73.9817615081515,40.7407331116483,"6-9",8
"2018",2,1,"Injury",-73.8463241198478,40.8116874229222,"15-18",17
"2018",2,1,"Injury",-73.7533563895004,40.6022738030891,"15-18",17
"2018",2,1,"Injury",-73.9394269559239,40.6692486835317,"21-24",23
"2018",2,1,"Injury",-73.9116625746589,40.6695471110231,"9-12",11
"2018",2,1,"Injury",-73.9570199322968,40.698973913145,"18-21",20
"2018",2,1,"Injury",-73.7744959073451,40.6718277951217,"6-9",8
"2018",2,1,"Injury",-73.9385990494008,40.7040666364109,"0-3",2
"2018",2,1,"Injury",-73.9998533043336,40.7217917865095,"21-24",23
"2018",2,1,"Injury",-74.004415310696,40.742284117783,"15-18",17
"2018",2,1,"Injury",-73.9986606719915,40.7552517619645,"15-18",17
"2018",2,1,"Injury",-73.9845263671317,40.7427070405565,"18-21",20
"2018",2,1,"Injury",-73.9792868626277,40.7528004954962,"12-15",14
"2018",2,1,"Injury",-73.9419307881465,40.7007252324161,"18-21",20
"2018",2,1,"Injury",-73.9629414337959,40.711904786274,"12-15",14
"2018",2,1,"Injury",-73.9886128972804,40.7313225791607,"12-15",14
"2018",2,1,"Injury",-73.9532100640384,40.7885329314655,"21-24",23
"2018",2,1,"Injury",-73.9746155963552,40.7933248036211,"18-21",20
"2018",2,1,"Injury",-73.903687426339,40.7449144036365,"18-21",20
"2018",2,1,"Injury",-73.8565349131303,40.6749890261287,"0-3",2
"2018",2,1,"Injury",-73.9851915223894,40.7635436731854,"12-15",14
"2018",2,1,"Injury",-73.9832638496574,40.6948137350555,"9-12",11
"2018",2,1,"Injury",-73.9092797004163,40.6432040265185,"18-21",20
"2018",2,1,"Injury",-73.9420094993419,40.6343548982954,"3-6",5
"2018",2,1,"Injury",-73.9589659620175,40.6393048600164,"15-18",17
"2018",2,1,"Injury",-73.9410191273026,40.7883194118618,"21-24",23
"2018",2,1,"Injury",-73.9076650811889,40.7536431456614,"9-12",11
"2018",2,1,"Injury",-73.9799718818929,40.7605247004541,"15-18",17
"2018",2,1,"Injury",-73.9825562929994,40.7313501328312,"18-21",20
"2018",2,1,"Injury",-73.992244027882,40.764056777826,"9-12",11
"2018",2,1,"Injury",-73.8221111402518,40.6938187330889,"12-15",14
"2018",2,1,"Injury",-73.966701875518,40.7573808031591,"21-24",23
"2018",2,1,"Injury",-74.0084358987681,40.7347911672225,"15-18",17
"2018",2,1,"Injury",-73.9638533259057,40.6124325169743,"12-15",14
"2018",2,1,"Injury",-73.9575591599164,40.7144988928904,"9-12",11
"2018",2,1,"Injury",-73.977960000058,40.6754380171493,"9-12",11
"2018",2,1,"Injury",-73.9853844772579,40.6273132031793,"18-21",20
"2018",2,1,"Injury",-73.992803409489,40.7429100189509,"12-15",14
"2018",2,1,"Injury",-73.987040435752,40.6972800057936,"12-15",14
"2018",2,1,"Injury",-73.9256545303495,40.8211252313792,"15-18",17
"2018",2,1,"Injury",-73.8588893233473,40.7578994752879,"15-18",17
"2018",2,1,"Injury",-73.821893467367,40.6888382244765,"21-24",23
"2018",2,2,"Injury",-73.9841175482728,40.7548420524721,"18-21",20
"2018",2,1,"Injury",-73.8636656129936,40.8326953236432,"15-18",17
"2018",2,1,"Injury",-73.9392540019487,40.8424365698349,"21-24",23
"2018",2,1,"Injury",-73.9878916290288,40.7547493897402,"12-15",14
"2018",2,1,"Injury",-73.9607830115614,40.7723729810329,"18-21",20
"2018",2,1,"Injury",-73.8970336372904,40.9002786206244,"12-15",14
"2018",2,1,"Injury",-73.9497687497027,40.6526423216154,"21-24",23
"2018",2,1,"Injury",-73.8661448946653,40.8714229828546,"15-18",17
"2018",2,1,"Injury",-73.9422789658629,40.8421543418022,"15-18",17
"2018",2,1,"Injury",-73.9436257385127,40.8103179447327,"18-21",20
"2018",2,1,"Injury",-73.9149124786989,40.6991659513402,"18-21",20
"2018",2,1,"Injury",-73.9066854591156,40.7533079408347,"6-9",8
"2018",2,1,"Injury",-73.9932601617073,40.7223544256397,"6-9",8
"2018",2,1,"Injury",-74.0074586103613,40.7072192977221,"21-24",23
"2018",2,1,"Injury",-73.8242797828316,40.7126318100513,"18-21",20
"2018",2,1,"Injury",-74.0045613442466,40.7340096278615,"15-18",17
"2018",2,1,"Injury",-73.9811339299311,40.7792915837554,"18-21",20
"2018",2,1,"Injury",-73.9771476484893,40.7387954594218,"15-18",17
"2018",2,1,"Injury",-73.9672156550527,40.7844760930994,"15-18",17
"2018",2,1,"Injury",-74.0037301755101,40.7262500574042,"18-21",20
"2018",2,1,"Injury",-73.967727447237,40.6977176228488,"15-18",17
"2018",2,1,"Injury",-73.935613739484,40.715190929045,"12-15",14
"2018",2,1,"Injury",-73.9530981594025,40.6933079320405,"9-12",11
"2018",2,1,"Injury",-73.942471804848,40.76199390223,"18-21",20
"2018",2,1,"Injury",-74.0768399772097,40.6377502590036,"6-9",8
"2018",2,1,"Injury",-73.8645107984214,40.8198463623253,"18-21",20
"2018",2,1,"Injury",-73.9369847630806,40.5898711270239,"9-12",11
"2018",2,1,"Injury",-73.9675187485245,40.6754925818539,"6-9",8
"2018",2,1,"Injury",-73.9548285266432,40.6879769464751,"21-24",23
"2018",2,1,"Injury",-73.7766191201676,40.6883637221042,"12-15",14
"2018",2,1,"Injury",-73.9936093066825,40.7621834343976,"12-15",14
"2018",2,1,"Injury",-73.9478536721802,40.7041113817457,"0-3",2
"2018",2,1,"Injury",-73.8123575226694,40.8208093270111,"21-24",23
"2018",2,1,"Injury",-73.9178880796778,40.7616950740614,"18-21",20
"2018",2,1,"Injury",-73.9170889926773,40.7613202970262,"21-24",23
"2018",2,1,"Injury",-73.9434400974049,40.7087808902873,"6-9",8
"2018",3,1,"Injury",-73.8849249928881,40.6610285209611,"15-18",17
"2018",3,1,"Injury",-73.9751056640484,40.6896975076849,"6-9",8
"2018",3,1,"Injury",-73.9135418352767,40.7534687137786,"12-15",14
"2018",3,1,"Injury",-73.9795131912231,40.7611485603646,"15-18",17
"2018",3,1,"Injury",-73.9437999615034,40.6511063659562,"12-15",14
"2018",3,1,"Injury",-73.9491179545452,40.7263010561907,"12-15",14
"2018",3,1,"Injury",-73.9220865670187,40.6285276670191,"15-18",17
"2018",3,1,"Injury",-73.9628557104742,40.7815955065509,"15-18",17
"2018",3,1,"Injury",-73.97892468554,40.6403340937062,"21-24",23
"2018",3,1,"Injury",-73.8270049036955,40.8863461453796,"9-12",11
"2018",3,1,"Injury",-73.897863859047,40.8210039372033,"12-15",14
"2018",3,1,"Injury",-73.9872539638865,40.693124902074,"9-12",11
"2018",3,1,"Injury",-73.9864862378723,40.6159180189043,"15-18",17
"2018",3,1,"Injury",-73.9618808643929,40.6548811902357,"18-21",20
"2018",3,1,"Injury",-73.9534996915913,40.8069812870308,"18-21",20
"2018",3,1,"Injury",-73.9578273448452,40.7312987512807,"18-21",20
"2018",3,1,"Injury",-73.9585967716254,40.6206080945625,"18-21",20
"2018",3,1,"Injury",-73.9361837971118,40.7676918001209,"9-12",11
"2018",3,1,"Injury",-73.9918923409418,40.7696392555775,"12-15",14
"2018",3,1,"Injury",-73.9638246155418,40.7711039784466,"15-18",17
"2018",3,1,"Injury",-73.9934641777219,40.7521900546106,"15-18",17
"2018",3,1,"Injury",-73.9753437802279,40.7552996933562,"18-21",20
"2018",3,1,"Injury",-73.9886444514633,40.7428141131448,"12-15",14
"2018",3,1,"Injury",-73.9534767321699,40.8019166391257,"18-21",20
"2018",3,1,"Injury",-73.9822749040075,40.751577297784,"12-15",14
"2018",3,1,"Injury",-73.967015592576,40.7935569649338,"21-24",23
"2018",3,1,"Injury",-73.9544822418224,40.7781386635729,"9-12",11
"2018",3,1,"Injury",-73.9498611105873,40.6818040183094,"12-15",14
"2018",3,1,"Injury",-73.9582944748017,40.8156907883715,"0-3",2
"2018",3,1,"Injury",-73.9134922032288,40.7148911137982,"6-9",8
"2018",3,1,"Injury",-73.9353801473056,40.621215569089,"15-18",17
"2018",3,1,"Injury",-73.927806785808,40.7698890377327,"12-15",14
"2018",3,1,"Injury",-73.8544701187195,40.7489393472273,"15-18",17
"2018",3,1,"Injury",-73.8682234167699,40.8274254543855,"6-9",8
"2018",3,1,"Injury",-73.9640277271561,40.7095346261164,"15-18",17
"2018",3,1,"Injury",-73.9044200318599,40.8703612753563,"15-18",17
"2018",3,1,"Injury",-73.8818938956303,40.7520810629011,"18-21",20
"2018",3,1,"Injury",-73.9926445605498,40.6417282894951,"9-12",11
"2018",3,1,"Injury",-73.9164098087633,40.8292895495944,"15-18",17
"2018",3,1,"Injury",-73.9795036939518,40.749603343411,"15-18",17
"2018",3,1,"Injury",-73.9712623441507,40.7511222395394,"6-9",8
"2018",3,1,"Injury",-73.9771968862702,40.7643236906276,"15-18",17
"2018",3,1,"Injury",-73.9901661793144,40.689729533165,"0-3",2
"2018",3,1,"Injury",-73.967064125028,40.7666665210583,"12-15",14
"2018",3,1,"Injury",-73.8198347977302,40.6044227475514,"21-24",23
